"time","geo_value","geo_type","covid"
2022-04-02,"East","OH Region",21
2022-04-02,"East","OH Region",12
2022-04-02,"West","OH Region",8
2022-04-02,"West","OH Region",5
2022-04-02,"East","OH Region",6
2022-04-02,"Central","OH Region",16
2022-04-02,"East","OH Region",19
2022-04-02,"West","OH Region",7
2022-04-02,"East","OH Region",19
2022-04-02,"West","OH Region",9
2022-04-02,"East","OH Region",13
2022-04-02,"West","OH Region",33
2022-04-02,"West","OH Region",39
2022-04-02,"North East","OH Region",13
2022-04-02,"North West","OH Region",8
2022-04-02,"East","OH Region",50
2022-04-02,"Central","OH Region",68
2022-04-02,"East","OH Region",15
2022-04-02,"North East","OH Region",9
2022-04-02,"North East","OH Region",35
2022-04-02,"West","OH Region",35
2022-04-02,"North East","OH Region",6
2022-04-02,"Central","OH Region",39
2022-04-02,"West","OH Region",27
2022-04-02,"North West","OH Region",24
2022-04-02,"North East","OH Region",5
2022-04-02,"Toronto","OH Region",136
2022-04-02,"Central","OH Region",14
2022-04-02,"West","OH Region",41
2022-04-02,"Central","OH Region",37
2022-04-09,"Ontario","Province",1167
2022-04-09,"North East","OH Region",22
2022-04-09,"West","OH Region",13
2022-04-09,"West","OH Region",17
2022-04-09,"West","OH Region",49
2022-04-09,"East","OH Region",33
2022-04-09,"East","OH Region",19
2022-04-09,"West","OH Region",13
2022-04-09,"West","OH Region",7
2022-04-09,"East","OH Region",10
2022-04-09,"Central","OH Region",28
2022-04-09,"East","OH Region",19
2022-04-09,"West","OH Region",7
2022-04-09,"East","OH Region",12
2022-04-09,"West","OH Region",15
2022-04-09,"East","OH Region",34
2022-04-09,"West","OH Region",39
2022-04-09,"West","OH Region",51
2022-04-09,"North East","OH Region",25
2022-04-09,"North West","OH Region",4
2022-04-09,"East","OH Region",73
2022-04-09,"Central","OH Region",95
2022-04-09,"East","OH Region",27
2022-04-09,"North East","OH Region",14
2022-04-09,"North East","OH Region",35
2022-04-09,"West","OH Region",46
2022-04-09,"North East","OH Region",10
2022-04-09,"Central","OH Region",54
2022-04-09,"West","OH Region",32
2022-04-09,"North West","OH Region",25
2022-04-09,"North East","OH Region",5
2022-04-09,"Toronto","OH Region",231
2022-04-09,"Central","OH Region",20
2022-04-09,"West","OH Region",52
2022-04-09,"Central","OH Region",48
2022-04-16,"Ontario","Province",1448
2022-04-16,"North East","OH Region",24
2022-04-16,"West","OH Region",24
2022-04-16,"West","OH Region",27
2022-04-16,"West","OH Region",79
2022-04-16,"East","OH Region",46
2022-04-16,"East","OH Region",24
2022-04-16,"West","OH Region",22
2022-04-16,"West","OH Region",8
2022-04-16,"East","OH Region",13
2022-04-16,"Central","OH Region",24
2022-04-16,"East","OH Region",19
2022-04-16,"West","OH Region",11
2022-04-16,"East","OH Region",23
2022-04-16,"West","OH Region",12
2022-04-16,"East","OH Region",28
2022-04-16,"West","OH Region",54
2022-04-16,"West","OH Region",71
2022-04-16,"North East","OH Region",27
2022-04-16,"North West","OH Region",7
2022-04-16,"East","OH Region",87
2022-04-16,"Central","OH Region",109
2022-04-16,"East","OH Region",32
2022-04-16,"North East","OH Region",21
2022-04-16,"North East","OH Region",31
2022-04-16,"West","OH Region",58
2022-04-16,"North East","OH Region",12
2022-04-16,"Central","OH Region",65
2022-04-16,"West","OH Region",25
2022-04-16,"North West","OH Region",31
2022-04-16,"North East","OH Region",11
2022-04-16,"Toronto","OH Region",295
2022-04-16,"Central","OH Region",23
2022-04-16,"West","OH Region",56
2022-04-16,"Central","OH Region",63
2022-04-23,"Ontario","Province",1662
2022-04-23,"North East","OH Region",29
2022-04-23,"West","OH Region",28
2022-04-23,"West","OH Region",22
2022-04-23,"West","OH Region",117
2022-04-23,"East","OH Region",61
2022-04-23,"East","OH Region",27
2022-04-23,"West","OH Region",20
2022-04-23,"West","OH Region",16
2022-04-23,"East","OH Region",16
2022-04-23,"Central","OH Region",33
2022-04-23,"East","OH Region",24
2022-04-23,"West","OH Region",26
2022-04-23,"East","OH Region",30
2022-04-23,"West","OH Region",15
2022-04-23,"East","OH Region",22
2022-04-23,"West","OH Region",61
2022-04-23,"West","OH Region",93
2022-04-23,"North East","OH Region",25
2022-04-23,"North West","OH Region",14
2022-04-23,"East","OH Region",104
2022-04-23,"Central","OH Region",99
2022-04-23,"East","OH Region",37
2022-04-23,"North East","OH Region",16
2022-04-23,"North East","OH Region",42
2022-04-23,"West","OH Region",52
2022-04-23,"North East","OH Region",13
2022-04-23,"Central","OH Region",69
2022-04-23,"West","OH Region",25
2022-04-23,"North West","OH Region",31
2022-04-23,"North East","OH Region",8
2022-04-23,"Toronto","OH Region",345
2022-04-23,"Central","OH Region",23
2022-04-23,"West","OH Region",61
2022-04-23,"Central","OH Region",75
2022-04-30,"Ontario","Province",1721
2022-04-30,"North East","OH Region",26
2022-04-30,"West","OH Region",17
2022-04-30,"West","OH Region",25
2022-04-30,"West","OH Region",140
2022-04-30,"East","OH Region",61
2022-04-30,"East","OH Region",22
2022-04-30,"West","OH Region",19
2022-04-30,"West","OH Region",16
2022-04-30,"East","OH Region",12
2022-04-30,"Central","OH Region",42
2022-04-30,"East","OH Region",29
2022-04-30,"West","OH Region",26
2022-04-30,"East","OH Region",34
2022-04-30,"West","OH Region",12
2022-04-30,"East","OH Region",14
2022-04-30,"West","OH Region",53
2022-04-30,"West","OH Region",91
2022-04-30,"North East","OH Region",37
2022-04-30,"North West","OH Region",15
2022-04-30,"East","OH Region",131
2022-04-30,"Central","OH Region",108
2022-04-30,"East","OH Region",28
2022-04-30,"North East","OH Region",16
2022-04-30,"North East","OH Region",52
2022-04-30,"West","OH Region",56
2022-04-30,"North East","OH Region",13
2022-04-30,"Central","OH Region",69
2022-04-30,"West","OH Region",23
2022-04-30,"North West","OH Region",35
2022-04-30,"North East","OH Region",6
2022-04-30,"Toronto","OH Region",364
2022-04-30,"Central","OH Region",22
2022-04-30,"West","OH Region",54
2022-04-30,"Central","OH Region",67
2022-05-07,"Ontario","Province",1671
2022-05-07,"North East","OH Region",30
2022-05-07,"West","OH Region",13
2022-05-07,"West","OH Region",26
2022-05-07,"West","OH Region",128
2022-05-07,"East","OH Region",65
2022-05-07,"East","OH Region",20
2022-05-07,"West","OH Region",20
2022-05-07,"West","OH Region",22
2022-05-07,"East","OH Region",15
2022-05-07,"Central","OH Region",28
2022-05-07,"East","OH Region",34
2022-05-07,"West","OH Region",12
2022-05-07,"East","OH Region",29
2022-05-07,"West","OH Region",11
2022-05-07,"East","OH Region",18
2022-05-07,"West","OH Region",47
2022-05-07,"West","OH Region",97
2022-05-07,"North East","OH Region",30
2022-05-07,"North West","OH Region",10
2022-05-07,"East","OH Region",109
2022-05-07,"Central","OH Region",98
2022-05-07,"East","OH Region",19
2022-05-07,"North East","OH Region",20
2022-05-07,"North East","OH Region",53
2022-05-07,"West","OH Region",51
2022-05-07,"North East","OH Region",13
2022-05-07,"Central","OH Region",75
2022-05-07,"West","OH Region",27
2022-05-07,"North West","OH Region",56
2022-05-07,"North East","OH Region",3
2022-05-07,"Toronto","OH Region",338
2022-05-07,"Central","OH Region",31
2022-05-07,"West","OH Region",42
2022-05-07,"Central","OH Region",92
2022-05-14,"Ontario","Province",1440
2022-05-14,"North East","OH Region",25
2022-05-14,"West","OH Region",13
2022-05-14,"West","OH Region",28
2022-05-14,"West","OH Region",106
2022-05-14,"East","OH Region",54
2022-05-14,"East","OH Region",21
2022-05-14,"West","OH Region",20
2022-05-14,"West","OH Region",12
2022-05-14,"East","OH Region",11
2022-05-14,"Central","OH Region",20
2022-05-14,"East","OH Region",25
2022-05-14,"West","OH Region",9
2022-05-14,"East","OH Region",32
2022-05-14,"West","OH Region",8
2022-05-14,"East","OH Region",14
2022-05-14,"West","OH Region",34
2022-05-14,"West","OH Region",87
2022-05-14,"North East","OH Region",23
2022-05-14,"North West","OH Region",12
2022-05-14,"East","OH Region",98
2022-05-14,"Central","OH Region",84
2022-05-14,"East","OH Region",15
2022-05-14,"North East","OH Region",15
2022-05-14,"North East","OH Region",47
2022-05-14,"West","OH Region",49
2022-05-14,"North East","OH Region",11
2022-05-14,"Central","OH Region",66
2022-05-14,"West","OH Region",27
2022-05-14,"North West","OH Region",54
2022-05-14,"North East","OH Region",2
2022-05-14,"Toronto","OH Region",282
2022-05-14,"Central","OH Region",22
2022-05-14,"West","OH Region",30
2022-05-14,"Central","OH Region",97
2022-05-21,"Ontario","Province",1182
2022-05-21,"North East","OH Region",18
2022-05-21,"West","OH Region",13
2022-05-21,"West","OH Region",25
2022-05-21,"West","OH Region",90
2022-05-21,"East","OH Region",51
2022-05-21,"East","OH Region",13
2022-05-21,"West","OH Region",8
2022-05-21,"West","OH Region",10
2022-05-21,"East","OH Region",15
2022-05-21,"Central","OH Region",18
2022-05-21,"East","OH Region",18
2022-05-21,"West","OH Region",11
2022-05-21,"East","OH Region",19
2022-05-21,"West","OH Region",6
2022-05-21,"East","OH Region",11
2022-05-21,"West","OH Region",32
2022-05-21,"West","OH Region",53
2022-05-21,"North East","OH Region",12
2022-05-21,"North West","OH Region",10
2022-05-21,"East","OH Region",81
2022-05-21,"Central","OH Region",86
2022-05-21,"East","OH Region",7
2022-05-21,"North East","OH Region",14
2022-05-21,"North East","OH Region",35
2022-05-21,"West","OH Region",41
2022-05-21,"North East","OH Region",10
2022-05-21,"Central","OH Region",49
2022-05-21,"West","OH Region",24
2022-05-21,"North West","OH Region",40
2022-05-21,"North East","OH Region",2
2022-05-21,"Toronto","OH Region",257
2022-05-21,"Central","OH Region",16
2022-05-21,"West","OH Region",27
2022-05-21,"Central","OH Region",73
2022-05-28,"Ontario","Province",945
2022-05-28,"North East","OH Region",14
2022-05-28,"West","OH Region",12
2022-05-28,"West","OH Region",25
2022-05-28,"West","OH Region",69
2022-05-28,"East","OH Region",33
2022-05-28,"East","OH Region",10
2022-05-28,"West","OH Region",5
2022-05-28,"West","OH Region",3
2022-05-28,"East","OH Region",9
2022-05-28,"Central","OH Region",17
2022-05-28,"East","OH Region",19
2022-05-28,"West","OH Region",10
2022-05-28,"East","OH Region",11
2022-05-28,"West","OH Region",7
2022-05-28,"East","OH Region",6
2022-05-28,"West","OH Region",39
2022-05-28,"West","OH Region",23
2022-05-28,"North East","OH Region",14
2022-05-28,"North West","OH Region",5
2022-05-28,"East","OH Region",72
2022-05-28,"Central","OH Region",86
2022-05-28,"East","OH Region",9
2022-05-28,"North East","OH Region",10
2022-05-28,"North East","OH Region",33
2022-05-28,"West","OH Region",30
2022-05-28,"North East","OH Region",4
2022-05-28,"Central","OH Region",27
2022-05-28,"West","OH Region",21
2022-05-28,"North West","OH Region",33
2022-05-28,"North East","OH Region",2
2022-05-28,"Toronto","OH Region",203
2022-05-28,"Central","OH Region",8
2022-05-28,"West","OH Region",33
2022-05-28,"Central","OH Region",58
2022-06-04,"Ontario","Province",683
2022-06-04,"North East","OH Region",6
2022-06-04,"West","OH Region",4
2022-06-04,"West","OH Region",15
2022-06-04,"West","OH Region",47
2022-06-04,"East","OH Region",15
2022-06-04,"East","OH Region",7
2022-06-04,"West","OH Region",5
2022-06-04,"West","OH Region",4
2022-06-04,"East","OH Region",4
2022-06-04,"Central","OH Region",16
2022-06-04,"East","OH Region",13
2022-06-04,"West","OH Region",5
2022-06-04,"East","OH Region",13
2022-06-04,"West","OH Region",7
2022-06-04,"East","OH Region",5
2022-06-04,"West","OH Region",27
2022-06-04,"West","OH Region",11
2022-06-04,"North East","OH Region",7
2022-06-04,"North West","OH Region",1
2022-06-04,"East","OH Region",56
2022-06-04,"Central","OH Region",55
2022-06-04,"East","OH Region",7
2022-06-04,"North East","OH Region",7
2022-06-04,"North East","OH Region",25
2022-06-04,"West","OH Region",12
2022-06-04,"North East","OH Region",5
2022-06-04,"Central","OH Region",26
2022-06-04,"West","OH Region",16
2022-06-04,"North West","OH Region",25
2022-06-04,"North East","OH Region",1
2022-06-04,"Toronto","OH Region",165
2022-06-04,"Central","OH Region",8
2022-06-04,"West","OH Region",26
2022-06-04,"Central","OH Region",51
2022-06-11,"Ontario","Province",540
2022-06-11,"North East","OH Region",4
2022-06-11,"West","OH Region",1
2022-06-11,"West","OH Region",3
2022-06-11,"West","OH Region",15
2022-06-11,"East","OH Region",12
2022-06-11,"East","OH Region",4
2022-06-11,"West","OH Region",2
2022-06-11,"West","OH Region",2
2022-06-11,"East","OH Region",1
2022-06-11,"Central","OH Region",10
2022-06-11,"East","OH Region",4
2022-06-11,"West","OH Region",4
2022-06-11,"East","OH Region",11
2022-06-11,"West","OH Region",3
2022-06-11,"East","OH Region",5
2022-06-11,"West","OH Region",22
2022-06-11,"West","OH Region",12
2022-06-11,"North East","OH Region",9
2022-06-11,"North West","OH Region",1
2022-06-11,"East","OH Region",46
2022-06-11,"Central","OH Region",55
2022-06-11,"East","OH Region",4
2022-06-11,"North East","OH Region",7
2022-06-11,"North East","OH Region",32
2022-06-11,"West","OH Region",11
2022-06-11,"North East","OH Region",4
2022-06-11,"Central","OH Region",20
2022-06-11,"West","OH Region",13
2022-06-11,"North West","OH Region",28
2022-06-11,"North East","OH Region",2
2022-06-11,"Toronto","OH Region",130
2022-06-11,"Central","OH Region",9
2022-06-11,"West","OH Region",19
2022-06-11,"Central","OH Region",49
2022-06-18,"Ontario","Province",488
2022-06-18,"North East","OH Region",11
2022-06-18,"West","OH Region",1
2022-06-18,"West","OH Region",3
2022-06-18,"West","OH Region",21
2022-06-18,"East","OH Region",15
2022-06-18,"East","OH Region",3
2022-06-18,"West","OH Region",4
2022-06-18,"West","OH Region",1
2022-06-18,"East","OH Region",2
2022-06-18,"Central","OH Region",8
2022-06-18,"East","OH Region",2
2022-06-18,"West","OH Region",2
2022-06-18,"East","OH Region",6
2022-06-18,"West","OH Region",2
2022-06-18,"East","OH Region",2
2022-06-18,"West","OH Region",16
2022-06-18,"West","OH Region",11
2022-06-18,"North East","OH Region",7
2022-06-18,"North West","OH Region",2
2022-06-18,"East","OH Region",32
2022-06-18,"Central","OH Region",58
2022-06-18,"East","OH Region",3
2022-06-18,"North East","OH Region",6
2022-06-18,"North East","OH Region",21
2022-06-18,"West","OH Region",9
2022-06-18,"North East","OH Region",3
2022-06-18,"Central","OH Region",16
2022-06-18,"West","OH Region",8
2022-06-18,"North West","OH Region",28
2022-06-18,"North East","OH Region",1
2022-06-18,"Toronto","OH Region",132
2022-06-18,"Central","OH Region",4
2022-06-18,"West","OH Region",20
2022-06-18,"Central","OH Region",41
2022-06-25,"Ontario","Province",499
2022-06-25,"North East","OH Region",13
2022-06-25,"West","OH Region",3
2022-06-25,"West","OH Region",2
2022-06-25,"West","OH Region",34
2022-06-25,"East","OH Region",15
2022-06-25,"East","OH Region",4
2022-06-25,"West","OH Region",5
2022-06-25,"West","OH Region",1
2022-06-25,"East","OH Region",4
2022-06-25,"Central","OH Region",7
2022-06-25,"East","OH Region",2
2022-06-25,"West","OH Region",4
2022-06-25,"East","OH Region",5
2022-06-25,"West","OH Region",1
2022-06-25,"East","OH Region",4
2022-06-25,"West","OH Region",23
2022-06-25,"West","OH Region",14
2022-06-25,"North East","OH Region",2
2022-06-25,"North West","OH Region",2
2022-06-25,"East","OH Region",34
2022-06-25,"Central","OH Region",64
2022-06-25,"East","OH Region",5
2022-06-25,"North East","OH Region",5
2022-06-25,"North East","OH Region",19
2022-06-25,"West","OH Region",11
2022-06-25,"North East","OH Region",5
2022-06-25,"Central","OH Region",14
2022-06-25,"West","OH Region",7
2022-06-25,"North West","OH Region",25
2022-06-25,"North East","OH Region",1
2022-06-25,"Toronto","OH Region",126
2022-06-25,"Central","OH Region",5
2022-06-25,"West","OH Region",11
2022-06-25,"Central","OH Region",36
2022-07-02,"Ontario","Province",589
2022-07-02,"North East","OH Region",7
2022-07-02,"West","OH Region",5
2022-07-02,"West","OH Region",2
2022-07-02,"West","OH Region",37
2022-07-02,"East","OH Region",19
2022-07-02,"East","OH Region",5
2022-07-02,"West","OH Region",4
2022-07-02,"West","OH Region",4
2022-07-02,"East","OH Region",4
2022-07-02,"Central","OH Region",15
2022-07-02,"East","OH Region",2
2022-07-02,"West","OH Region",4
2022-07-02,"East","OH Region",10
2022-07-02,"West","OH Region",1
2022-07-02,"East","OH Region",5
2022-07-02,"West","OH Region",33
2022-07-02,"West","OH Region",19
2022-07-02,"North East","OH Region",2
2022-07-02,"North West","OH Region",2
2022-07-02,"East","OH Region",45
2022-07-02,"Central","OH Region",61
2022-07-02,"East","OH Region",3
2022-07-02,"North East","OH Region",4
2022-07-02,"North East","OH Region",16
2022-07-02,"West","OH Region",14
2022-07-02,"North East","OH Region",7
2022-07-02,"Central","OH Region",18
2022-07-02,"West","OH Region",6
2022-07-02,"North West","OH Region",20
2022-07-02,"North East","OH Region",1
2022-07-02,"Toronto","OH Region",148
2022-07-02,"Central","OH Region",10
2022-07-02,"West","OH Region",13
2022-07-02,"Central","OH Region",58
2022-07-09,"Ontario","Province",773
2022-07-09,"North East","OH Region",4
2022-07-09,"West","OH Region",13
2022-07-09,"West","OH Region",2
2022-07-09,"West","OH Region",32
2022-07-09,"East","OH Region",27
2022-07-09,"East","OH Region",12
2022-07-09,"West","OH Region",3
2022-07-09,"West","OH Region",5
2022-07-09,"East","OH Region",5
2022-07-09,"Central","OH Region",19
2022-07-09,"East","OH Region",3
2022-07-09,"West","OH Region",8
2022-07-09,"East","OH Region",13
2022-07-09,"West","OH Region",2
2022-07-09,"East","OH Region",5
2022-07-09,"West","OH Region",33
2022-07-09,"West","OH Region",18
2022-07-09,"North East","OH Region",4
2022-07-09,"North West","OH Region",3
2022-07-09,"East","OH Region",76
2022-07-09,"Central","OH Region",89
2022-07-09,"East","OH Region",4
2022-07-09,"North East","OH Region",11
2022-07-09,"North East","OH Region",19
2022-07-09,"West","OH Region",28
2022-07-09,"North East","OH Region",8
2022-07-09,"Central","OH Region",22
2022-07-09,"West","OH Region",6
2022-07-09,"North West","OH Region",25
2022-07-09,"North East","OH Region",0
2022-07-09,"Toronto","OH Region",203
2022-07-09,"Central","OH Region",7
2022-07-09,"West","OH Region",17
2022-07-09,"Central","OH Region",59
2022-07-16,"Ontario","Province",1055
2022-07-16,"North East","OH Region",7
2022-07-16,"West","OH Region",15
2022-07-16,"West","OH Region",3
2022-07-16,"West","OH Region",38
2022-07-16,"East","OH Region",38
2022-07-16,"East","OH Region",15
2022-07-16,"West","OH Region",3
2022-07-16,"West","OH Region",5
2022-07-16,"East","OH Region",4
2022-07-16,"Central","OH Region",21
2022-07-16,"East","OH Region",5
2022-07-16,"West","OH Region",9
2022-07-16,"East","OH Region",10
2022-07-16,"West","OH Region",3
2022-07-16,"East","OH Region",8
2022-07-16,"West","OH Region",19
2022-07-16,"West","OH Region",31
2022-07-16,"North East","OH Region",11
2022-07-16,"North West","OH Region",7
2022-07-16,"East","OH Region",131
2022-07-16,"Central","OH Region",133
2022-07-16,"East","OH Region",6
2022-07-16,"North East","OH Region",13
2022-07-16,"North East","OH Region",27
2022-07-16,"West","OH Region",42
2022-07-16,"North East","OH Region",5
2022-07-16,"Central","OH Region",27
2022-07-16,"West","OH Region",12
2022-07-16,"North West","OH Region",19
2022-07-16,"North East","OH Region",1
2022-07-16,"Toronto","OH Region",277
2022-07-16,"Central","OH Region",17
2022-07-16,"West","OH Region",29
2022-07-16,"Central","OH Region",81
2022-07-23,"Ontario","Province",1443
2022-07-23,"North East","OH Region",8
2022-07-23,"West","OH Region",11
2022-07-23,"West","OH Region",12
2022-07-23,"West","OH Region",68
2022-07-23,"East","OH Region",37
2022-07-23,"East","OH Region",24
2022-07-23,"West","OH Region",9
2022-07-23,"West","OH Region",3
2022-07-23,"East","OH Region",8
2022-07-23,"Central","OH Region",27
2022-07-23,"East","OH Region",9
2022-07-23,"West","OH Region",8
2022-07-23,"East","OH Region",14
2022-07-23,"West","OH Region",7
2022-07-23,"East","OH Region",13
2022-07-23,"West","OH Region",26
2022-07-23,"West","OH Region",50
2022-07-23,"North East","OH Region",29
2022-07-23,"North West","OH Region",4
2022-07-23,"East","OH Region",208
2022-07-23,"Central","OH Region",190
2022-07-23,"East","OH Region",6
2022-07-23,"North East","OH Region",5
2022-07-23,"North East","OH Region",44
2022-07-23,"West","OH Region",46
2022-07-23,"North East","OH Region",7
2022-07-23,"Central","OH Region",33
2022-07-23,"West","OH Region",10
2022-07-23,"North West","OH Region",21
2022-07-23,"North East","OH Region",2
2022-07-23,"Toronto","OH Region",381
2022-07-23,"Central","OH Region",22
2022-07-23,"West","OH Region",41
2022-07-23,"Central","OH Region",75
2022-07-30,"Ontario","Province",1505
2022-07-30,"North East","OH Region",11
2022-07-30,"West","OH Region",17
2022-07-30,"West","OH Region",17
2022-07-30,"West","OH Region",83
2022-07-30,"East","OH Region",38
2022-07-30,"East","OH Region",16
2022-07-30,"West","OH Region",11
2022-07-30,"West","OH Region",7
2022-07-30,"East","OH Region",10
2022-07-30,"Central","OH Region",29
2022-07-30,"East","OH Region",8
2022-07-30,"West","OH Region",7
2022-07-30,"East","OH Region",18
2022-07-30,"West","OH Region",9
2022-07-30,"East","OH Region",13
2022-07-30,"West","OH Region",37
2022-07-30,"West","OH Region",60
2022-07-30,"North East","OH Region",25
2022-07-30,"North West","OH Region",11
2022-07-30,"East","OH Region",196
2022-07-30,"Central","OH Region",162
2022-07-30,"East","OH Region",8
2022-07-30,"North East","OH Region",5
2022-07-30,"North East","OH Region",45
2022-07-30,"West","OH Region",47
2022-07-30,"North East","OH Region",9
2022-07-30,"Central","OH Region",30
2022-07-30,"West","OH Region",19
2022-07-30,"North West","OH Region",21
2022-07-30,"North East","OH Region",1
2022-07-30,"Toronto","OH Region",387
2022-07-30,"Central","OH Region",23
2022-07-30,"West","OH Region",59
2022-07-30,"Central","OH Region",81
2022-08-06,"Ontario","Province",1419
2022-08-06,"North East","OH Region",9
2022-08-06,"West","OH Region",21
2022-08-06,"West","OH Region",13
2022-08-06,"West","OH Region",97
2022-08-06,"East","OH Region",31
2022-08-06,"East","OH Region",26
2022-08-06,"West","OH Region",6
2022-08-06,"West","OH Region",15
2022-08-06,"East","OH Region",17
2022-08-06,"Central","OH Region",39
2022-08-06,"East","OH Region",13
2022-08-06,"West","OH Region",12
2022-08-06,"East","OH Region",16
2022-08-06,"West","OH Region",6
2022-08-06,"East","OH Region",11
2022-08-06,"West","OH Region",44
2022-08-06,"West","OH Region",81
2022-08-06,"North East","OH Region",14
2022-08-06,"North West","OH Region",15
2022-08-06,"East","OH Region",149
2022-08-06,"Central","OH Region",132
2022-08-06,"East","OH Region",16
2022-08-06,"North East","OH Region",8
2022-08-06,"North East","OH Region",41
2022-08-06,"West","OH Region",47
2022-08-06,"North East","OH Region",11
2022-08-06,"Central","OH Region",33
2022-08-06,"West","OH Region",22
2022-08-06,"North West","OH Region",35
2022-08-06,"North East","OH Region",2
2022-08-06,"Toronto","OH Region",304
2022-08-06,"Central","OH Region",20
2022-08-06,"West","OH Region",58
2022-08-06,"Central","OH Region",71
2022-08-13,"Ontario","Province",1354
2022-08-13,"North East","OH Region",8
2022-08-13,"West","OH Region",26
2022-08-13,"West","OH Region",14
2022-08-13,"West","OH Region",101
2022-08-13,"East","OH Region",29
2022-08-13,"East","OH Region",19
2022-08-13,"West","OH Region",10
2022-08-13,"West","OH Region",14
2022-08-13,"East","OH Region",22
2022-08-13,"Central","OH Region",26
2022-08-13,"East","OH Region",15
2022-08-13,"West","OH Region",15
2022-08-13,"East","OH Region",20
2022-08-13,"West","OH Region",13
2022-08-13,"East","OH Region",15
2022-08-13,"West","OH Region",42
2022-08-13,"West","OH Region",91
2022-08-13,"North East","OH Region",7
2022-08-13,"North West","OH Region",10
2022-08-13,"East","OH Region",137
2022-08-13,"Central","OH Region",99
2022-08-13,"East","OH Region",18
2022-08-13,"North East","OH Region",9
2022-08-13,"North East","OH Region",30
2022-08-13,"West","OH Region",52
2022-08-13,"North East","OH Region",10
2022-08-13,"Central","OH Region",37
2022-08-13,"West","OH Region",20
2022-08-13,"North West","OH Region",30
2022-08-13,"North East","OH Region",2
2022-08-13,"Toronto","OH Region",282
2022-08-13,"Central","OH Region",35
2022-08-13,"West","OH Region",59
2022-08-13,"Central","OH Region",53
2022-08-20,"Ontario","Province",1340
2022-08-20,"North East","OH Region",8
2022-08-20,"West","OH Region",25
2022-08-20,"West","OH Region",18
2022-08-20,"West","OH Region",114
2022-08-20,"East","OH Region",30
2022-08-20,"East","OH Region",12
2022-08-20,"West","OH Region",10
2022-08-20,"West","OH Region",7
2022-08-20,"East","OH Region",17
2022-08-20,"Central","OH Region",21
2022-08-20,"East","OH Region",18
2022-08-20,"West","OH Region",8
2022-08-20,"East","OH Region",22
2022-08-20,"West","OH Region",15
2022-08-20,"East","OH Region",19
2022-08-20,"West","OH Region",52
2022-08-20,"West","OH Region",64
2022-08-20,"North East","OH Region",14
2022-08-20,"North West","OH Region",8
2022-08-20,"East","OH Region",129
2022-08-20,"Central","OH Region",86
2022-08-20,"East","OH Region",10
2022-08-20,"North East","OH Region",12
2022-08-20,"North East","OH Region",24
2022-08-20,"West","OH Region",44
2022-08-20,"North East","OH Region",21
2022-08-20,"Central","OH Region",37
2022-08-20,"West","OH Region",27
2022-08-20,"North West","OH Region",32
2022-08-20,"North East","OH Region",2
2022-08-20,"Toronto","OH Region",286
2022-08-20,"Central","OH Region",42
2022-08-20,"West","OH Region",53
2022-08-20,"Central","OH Region",67
2022-08-27,"Ontario","Province",1318
2022-08-27,"North East","OH Region",13
2022-08-27,"West","OH Region",16
2022-08-27,"West","OH Region",18
2022-08-27,"West","OH Region",108
2022-08-27,"East","OH Region",32
2022-08-27,"East","OH Region",14
2022-08-27,"West","OH Region",9
2022-08-27,"West","OH Region",4
2022-08-27,"East","OH Region",16
2022-08-27,"Central","OH Region",29
2022-08-27,"East","OH Region",16
2022-08-27,"West","OH Region",6
2022-08-27,"East","OH Region",24
2022-08-27,"West","OH Region",5
2022-08-27,"East","OH Region",18
2022-08-27,"West","OH Region",48
2022-08-27,"West","OH Region",65
2022-08-27,"North East","OH Region",23
2022-08-27,"North West","OH Region",13
2022-08-27,"East","OH Region",107
2022-08-27,"Central","OH Region",83
2022-08-27,"East","OH Region",11
2022-08-27,"North East","OH Region",15
2022-08-27,"North East","OH Region",28
2022-08-27,"West","OH Region",45
2022-08-27,"North East","OH Region",24
2022-08-27,"Central","OH Region",36
2022-08-27,"West","OH Region",37
2022-08-27,"North West","OH Region",34
2022-08-27,"North East","OH Region",2
2022-08-27,"Toronto","OH Region",257
2022-08-27,"Central","OH Region",45
2022-08-27,"West","OH Region",69
2022-08-27,"Central","OH Region",61
