"time","geo_value","geo_type","covid","flu","rsv"
2020-09-12,"East","OH Region",0,NA,NA
2020-09-12,"West","OH Region",0,NA,NA
2020-09-12,"East","OH Region",0,NA,NA
2020-09-12,"West","OH Region",2,NA,NA
2020-09-12,"West","OH Region",0,NA,NA
2020-09-12,"North East","OH Region",0,NA,NA
2020-09-12,"North West","OH Region",0,NA,NA
2020-09-12,"East","OH Region",9,NA,NA
2020-09-12,"Central","OH Region",12,NA,NA
2020-09-12,"East","OH Region",0,NA,NA
2020-09-12,"North East","OH Region",0,NA,NA
2020-09-12,"North East","OH Region",0,NA,NA
2020-09-12,"West","OH Region",0,NA,NA
2020-09-12,"North East","OH Region",0,NA,NA
2020-09-12,"Central","OH Region",0,NA,NA
2020-09-12,"West","OH Region",0,NA,NA
2020-09-12,"North West","OH Region",0,NA,NA
2020-09-12,"North East","OH Region",0,NA,NA
2020-09-12,"Toronto","OH Region",17,NA,NA
2020-09-12,"Central","OH Region",1,NA,NA
2020-09-12,"West","OH Region",4,NA,NA
2020-09-12,"Central","OH Region",5,NA,NA
2020-09-19,"Ontario","Province",58,NA,NA
2020-09-19,"North East","OH Region",0,NA,NA
2020-09-19,"West","OH Region",0,NA,NA
2020-09-19,"West","OH Region",0,NA,NA
2020-09-19,"West","OH Region",3,NA,NA
2020-09-19,"East","OH Region",3,NA,NA
2020-09-19,"East","OH Region",1,NA,NA
2020-09-19,"West","OH Region",0,NA,NA
2020-09-19,"West","OH Region",0,NA,NA
2020-09-19,"East","OH Region",0,NA,NA
2020-09-19,"Central","OH Region",1,NA,NA
2020-09-19,"East","OH Region",0,NA,NA
2020-09-19,"West","OH Region",0,NA,NA
2020-09-19,"East","OH Region",0,NA,NA
2020-09-19,"West","OH Region",0,NA,NA
2020-09-19,"East","OH Region",0,NA,NA
2020-09-19,"West","OH Region",2,NA,NA
2020-09-19,"West","OH Region",0,NA,NA
2020-09-19,"North East","OH Region",0,NA,NA
2020-09-19,"North West","OH Region",0,NA,NA
2020-09-19,"East","OH Region",7,NA,NA
2020-09-19,"Central","OH Region",15,NA,NA
2020-09-19,"East","OH Region",0,NA,NA
2020-09-19,"North East","OH Region",1,NA,NA
2020-09-19,"North East","OH Region",0,NA,NA
2020-09-19,"West","OH Region",0,NA,NA
2020-09-19,"North East","OH Region",0,NA,NA
2020-09-19,"Central","OH Region",1,NA,NA
2020-09-19,"West","OH Region",1,NA,NA
2020-09-19,"North West","OH Region",0,NA,NA
2020-09-19,"North East","OH Region",0,NA,NA
2020-09-19,"Toronto","OH Region",21,NA,NA
2020-09-19,"Central","OH Region",1,NA,NA
2020-09-19,"West","OH Region",2,NA,NA
2020-09-19,"Central","OH Region",5,NA,NA
2020-09-26,"Ontario","Province",98,NA,NA
2020-09-26,"North East","OH Region",0,NA,NA
2020-09-26,"West","OH Region",0,NA,NA
2020-09-26,"West","OH Region",0,NA,NA
2020-09-26,"West","OH Region",4,NA,NA
2020-09-26,"East","OH Region",3,NA,NA
2020-09-26,"East","OH Region",1,NA,NA
2020-09-26,"West","OH Region",1,NA,NA
2020-09-26,"West","OH Region",0,NA,NA
2020-09-26,"East","OH Region",0,NA,NA
2020-09-26,"Central","OH Region",1,NA,NA
2020-09-26,"East","OH Region",0,NA,NA
2020-09-26,"West","OH Region",0,NA,NA
2020-09-26,"East","OH Region",0,NA,NA
2020-09-26,"West","OH Region",0,NA,NA
2020-09-26,"East","OH Region",0,NA,NA
2020-09-26,"West","OH Region",1,NA,NA
2020-09-26,"West","OH Region",0,NA,NA
2020-09-26,"North East","OH Region",0,NA,NA
2020-09-26,"North West","OH Region",0,NA,NA
2020-09-26,"East","OH Region",16,NA,NA
2020-09-26,"Central","OH Region",19,NA,NA
2020-09-26,"East","OH Region",0,NA,NA
2020-09-26,"North East","OH Region",0,NA,NA
2020-09-26,"North East","OH Region",0,NA,NA
2020-09-26,"West","OH Region",1,NA,NA
2020-09-26,"North East","OH Region",0,NA,NA
2020-09-26,"Central","OH Region",1,NA,NA
2020-09-26,"West","OH Region",0,NA,NA
2020-09-26,"North West","OH Region",0,NA,NA
2020-09-26,"North East","OH Region",0,NA,NA
2020-09-26,"Toronto","OH Region",41,NA,NA
2020-09-26,"Central","OH Region",1,NA,NA
2020-09-26,"West","OH Region",4,NA,NA
2020-09-26,"Central","OH Region",8,NA,NA
2020-10-03,"Ontario","Province",159,NA,NA
2020-10-03,"North East","OH Region",0,NA,NA
2020-10-03,"West","OH Region",0,NA,NA
2020-10-03,"West","OH Region",1,NA,NA
2020-10-03,"West","OH Region",4,NA,NA
2020-10-03,"East","OH Region",2,NA,NA
2020-10-03,"East","OH Region",1,NA,NA
2020-10-03,"West","OH Region",1,NA,NA
2020-10-03,"West","OH Region",0,NA,NA
2020-10-03,"East","OH Region",0,NA,NA
2020-10-03,"Central","OH Region",1,NA,NA
2020-10-03,"East","OH Region",0,NA,NA
2020-10-03,"West","OH Region",0,NA,NA
2020-10-03,"East","OH Region",0,NA,NA
2020-10-03,"West","OH Region",0,NA,NA
2020-10-03,"East","OH Region",0,NA,NA
2020-10-03,"West","OH Region",2,NA,NA
2020-10-03,"West","OH Region",3,NA,NA
2020-10-03,"North East","OH Region",1,NA,NA
2020-10-03,"North West","OH Region",0,NA,NA
2020-10-03,"East","OH Region",44,NA,NA
2020-10-03,"Central","OH Region",16,NA,NA
2020-10-03,"East","OH Region",0,NA,NA
2020-10-03,"North East","OH Region",0,NA,NA
2020-10-03,"North East","OH Region",0,NA,NA
2020-10-03,"West","OH Region",2,NA,NA
2020-10-03,"North East","OH Region",0,NA,NA
2020-10-03,"Central","OH Region",1,NA,NA
2020-10-03,"West","OH Region",0,NA,NA
2020-10-03,"North West","OH Region",0,NA,NA
2020-10-03,"North East","OH Region",0,NA,NA
2020-10-03,"Toronto","OH Region",75,NA,NA
2020-10-03,"Central","OH Region",0,NA,NA
2020-10-03,"West","OH Region",2,NA,NA
2020-10-03,"Central","OH Region",10,NA,NA
2020-10-10,"Ontario","Province",208,NA,NA
2020-10-10,"North East","OH Region",1,NA,NA
2020-10-10,"West","OH Region",1,NA,NA
2020-10-10,"West","OH Region",0,NA,NA
2020-10-10,"West","OH Region",2,NA,NA
2020-10-10,"East","OH Region",2,NA,NA
2020-10-10,"East","OH Region",1,NA,NA
2020-10-10,"West","OH Region",1,NA,NA
2020-10-10,"West","OH Region",0,NA,NA
2020-10-10,"East","OH Region",1,NA,NA
2020-10-10,"Central","OH Region",3,NA,NA
2020-10-10,"East","OH Region",0,NA,NA
2020-10-10,"West","OH Region",0,NA,NA
2020-10-10,"East","OH Region",0,NA,NA
2020-10-10,"West","OH Region",1,NA,NA
2020-10-10,"East","OH Region",0,NA,NA
2020-10-10,"West","OH Region",3,NA,NA
2020-10-10,"West","OH Region",3,NA,NA
2020-10-10,"North East","OH Region",0,NA,NA
2020-10-10,"North West","OH Region",0,NA,NA
2020-10-10,"East","OH Region",45,NA,NA
2020-10-10,"Central","OH Region",19,NA,NA
2020-10-10,"East","OH Region",0,NA,NA
2020-10-10,"North East","OH Region",0,NA,NA
2020-10-10,"North East","OH Region",0,NA,NA
2020-10-10,"West","OH Region",4,NA,NA
2020-10-10,"North East","OH Region",0,NA,NA
2020-10-10,"Central","OH Region",3,NA,NA
2020-10-10,"West","OH Region",0,NA,NA
2020-10-10,"North West","OH Region",0,NA,NA
2020-10-10,"North East","OH Region",0,NA,NA
2020-10-10,"Toronto","OH Region",107,NA,NA
2020-10-10,"Central","OH Region",1,NA,NA
2020-10-10,"West","OH Region",2,NA,NA
2020-10-10,"Central","OH Region",16,NA,NA
2020-10-17,"Ontario","Province",252,NA,NA
2020-10-17,"North East","OH Region",1,NA,NA
2020-10-17,"West","OH Region",2,NA,NA
2020-10-17,"West","OH Region",0,NA,NA
2020-10-17,"West","OH Region",4,NA,NA
2020-10-17,"East","OH Region",5,NA,NA
2020-10-17,"East","OH Region",3,NA,NA
2020-10-17,"West","OH Region",1,NA,NA
2020-10-17,"West","OH Region",0,NA,NA
2020-10-17,"East","OH Region",1,NA,NA
2020-10-17,"Central","OH Region",6,NA,NA
2020-10-17,"East","OH Region",1,NA,NA
2020-10-17,"West","OH Region",0,NA,NA
2020-10-17,"East","OH Region",0,NA,NA
2020-10-17,"West","OH Region",3,NA,NA
2020-10-17,"East","OH Region",0,NA,NA
2020-10-17,"West","OH Region",3,NA,NA
2020-10-17,"West","OH Region",4,NA,NA
2020-10-17,"North East","OH Region",0,NA,NA
2020-10-17,"North West","OH Region",0,NA,NA
2020-10-17,"East","OH Region",46,NA,NA
2020-10-17,"Central","OH Region",24,NA,NA
2020-10-17,"East","OH Region",0,NA,NA
2020-10-17,"North East","OH Region",0,NA,NA
2020-10-17,"North East","OH Region",0,NA,NA
2020-10-17,"West","OH Region",5,NA,NA
2020-10-17,"North East","OH Region",0,NA,NA
2020-10-17,"Central","OH Region",4,NA,NA
2020-10-17,"West","OH Region",0,NA,NA
2020-10-17,"North West","OH Region",0,NA,NA
2020-10-17,"North East","OH Region",1,NA,NA
2020-10-17,"Toronto","OH Region",122,NA,NA
2020-10-17,"Central","OH Region",1,NA,NA
2020-10-17,"West","OH Region",1,NA,NA
2020-10-17,"Central","OH Region",22,NA,NA
2020-10-24,"Ontario","Province",282,NA,NA
2020-10-24,"North East","OH Region",0,NA,NA
2020-10-24,"West","OH Region",1,NA,NA
2020-10-24,"West","OH Region",1,NA,NA
2020-10-24,"West","OH Region",5,NA,NA
2020-10-24,"East","OH Region",6,NA,NA
2020-10-24,"East","OH Region",3,NA,NA
2020-10-24,"West","OH Region",1,NA,NA
2020-10-24,"West","OH Region",0,NA,NA
2020-10-24,"East","OH Region",1,NA,NA
2020-10-24,"Central","OH Region",9,NA,NA
2020-10-24,"East","OH Region",0,NA,NA
2020-10-24,"West","OH Region",0,NA,NA
2020-10-24,"East","OH Region",0,NA,NA
2020-10-24,"West","OH Region",1,NA,NA
2020-10-24,"East","OH Region",1,NA,NA
2020-10-24,"West","OH Region",5,NA,NA
2020-10-24,"West","OH Region",4,NA,NA
2020-10-24,"North East","OH Region",0,NA,NA
2020-10-24,"North West","OH Region",0,NA,NA
2020-10-24,"East","OH Region",36,NA,NA
2020-10-24,"Central","OH Region",39,NA,NA
2020-10-24,"East","OH Region",0,NA,NA
2020-10-24,"North East","OH Region",0,NA,NA
2020-10-24,"North East","OH Region",0,NA,NA
2020-10-24,"West","OH Region",7,NA,NA
2020-10-24,"North East","OH Region",0,NA,NA
2020-10-24,"Central","OH Region",2,NA,NA
2020-10-24,"West","OH Region",1,NA,NA
2020-10-24,"North West","OH Region",0,NA,NA
2020-10-24,"North East","OH Region",0,NA,NA
2020-10-24,"Toronto","OH Region",142,NA,NA
2020-10-24,"Central","OH Region",3,NA,NA
2020-10-24,"West","OH Region",2,NA,NA
2020-10-24,"Central","OH Region",21,NA,NA
2020-10-31,"Ontario","Province",324,NA,NA
2020-10-31,"North East","OH Region",1,NA,NA
2020-10-31,"West","OH Region",3,NA,NA
2020-10-31,"West","OH Region",3,NA,NA
2020-10-31,"West","OH Region",3,NA,NA
2020-10-31,"East","OH Region",8,NA,NA
2020-10-31,"East","OH Region",1,NA,NA
2020-10-31,"West","OH Region",0,NA,NA
2020-10-31,"West","OH Region",0,NA,NA
2020-10-31,"East","OH Region",0,NA,NA
2020-10-31,"Central","OH Region",12,NA,NA
2020-10-31,"East","OH Region",0,NA,NA
2020-10-31,"West","OH Region",0,NA,NA
2020-10-31,"East","OH Region",0,NA,NA
2020-10-31,"West","OH Region",1,NA,NA
2020-10-31,"East","OH Region",0,NA,NA
2020-10-31,"West","OH Region",4,NA,NA
2020-10-31,"West","OH Region",3,NA,NA
2020-10-31,"North East","OH Region",0,NA,NA
2020-10-31,"North West","OH Region",1,NA,NA
2020-10-31,"East","OH Region",35,NA,NA
2020-10-31,"Central","OH Region",43,NA,NA
2020-10-31,"East","OH Region",0,NA,NA
2020-10-31,"North East","OH Region",1,NA,NA
2020-10-31,"North East","OH Region",0,NA,NA
2020-10-31,"West","OH Region",7,NA,NA
2020-10-31,"North East","OH Region",0,NA,NA
2020-10-31,"Central","OH Region",3,NA,NA
2020-10-31,"West","OH Region",1,NA,NA
2020-10-31,"North West","OH Region",0,NA,NA
2020-10-31,"North East","OH Region",0,NA,NA
2020-10-31,"Toronto","OH Region",180,NA,NA
2020-10-31,"Central","OH Region",3,NA,NA
2020-10-31,"West","OH Region",2,NA,NA
2020-10-31,"Central","OH Region",20,NA,NA
2020-11-07,"Ontario","Province",378,NA,NA
2020-11-07,"North East","OH Region",0,NA,NA
2020-11-07,"West","OH Region",4,NA,NA
2020-11-07,"West","OH Region",1,NA,NA
2020-11-07,"West","OH Region",6,NA,NA
2020-11-07,"East","OH Region",10,NA,NA
2020-11-07,"East","OH Region",1,NA,NA
2020-11-07,"West","OH Region",1,NA,NA
2020-11-07,"West","OH Region",0,NA,NA
2020-11-07,"East","OH Region",0,NA,NA
2020-11-07,"Central","OH Region",12,NA,NA
2020-11-07,"East","OH Region",0,NA,NA
2020-11-07,"West","OH Region",1,NA,NA
2020-11-07,"East","OH Region",0,NA,NA
2020-11-07,"West","OH Region",3,NA,NA
2020-11-07,"East","OH Region",0,NA,NA
2020-11-07,"West","OH Region",2,NA,NA
2020-11-07,"West","OH Region",4,NA,NA
2020-11-07,"North East","OH Region",0,NA,NA
2020-11-07,"North West","OH Region",0,NA,NA
2020-11-07,"East","OH Region",40,NA,NA
2020-11-07,"Central","OH Region",56,NA,NA
2020-11-07,"East","OH Region",0,NA,NA
2020-11-07,"North East","OH Region",0,NA,NA
2020-11-07,"North East","OH Region",1,NA,NA
2020-11-07,"West","OH Region",7,NA,NA
2020-11-07,"North East","OH Region",1,NA,NA
2020-11-07,"Central","OH Region",4,NA,NA
2020-11-07,"West","OH Region",0,NA,NA
2020-11-07,"North West","OH Region",0,NA,NA
2020-11-07,"North East","OH Region",0,NA,NA
2020-11-07,"Toronto","OH Region",209,NA,NA
2020-11-07,"Central","OH Region",2,NA,NA
2020-11-07,"West","OH Region",2,NA,NA
2020-11-07,"Central","OH Region",18,NA,NA
2020-11-14,"Ontario","Province",461,NA,NA
2020-11-14,"North East","OH Region",0,NA,NA
2020-11-14,"West","OH Region",3,NA,NA
2020-11-14,"West","OH Region",1,NA,NA
2020-11-14,"West","OH Region",15,NA,NA
2020-11-14,"East","OH Region",10,NA,NA
2020-11-14,"East","OH Region",1,NA,NA
2020-11-14,"West","OH Region",0,NA,NA
2020-11-14,"West","OH Region",0,NA,NA
2020-11-14,"East","OH Region",0,NA,NA
2020-11-14,"Central","OH Region",17,NA,NA
2020-11-14,"East","OH Region",0,NA,NA
2020-11-14,"West","OH Region",7,NA,NA
2020-11-14,"East","OH Region",0,NA,NA
2020-11-14,"West","OH Region",2,NA,NA
2020-11-14,"East","OH Region",0,NA,NA
2020-11-14,"West","OH Region",5,NA,NA
2020-11-14,"West","OH Region",4,NA,NA
2020-11-14,"North East","OH Region",1,NA,NA
2020-11-14,"North West","OH Region",1,NA,NA
2020-11-14,"East","OH Region",39,NA,NA
2020-11-14,"Central","OH Region",80,NA,NA
2020-11-14,"East","OH Region",1,NA,NA
2020-11-14,"North East","OH Region",0,NA,NA
2020-11-14,"North East","OH Region",1,NA,NA
2020-11-14,"West","OH Region",10,NA,NA
2020-11-14,"North East","OH Region",0,NA,NA
2020-11-14,"Central","OH Region",5,NA,NA
2020-11-14,"West","OH Region",1,NA,NA
2020-11-14,"North West","OH Region",0,NA,NA
2020-11-14,"North East","OH Region",0,NA,NA
2020-11-14,"Toronto","OH Region",234,NA,NA
2020-11-14,"Central","OH Region",2,NA,NA
2020-11-14,"West","OH Region",3,NA,NA
2020-11-14,"Central","OH Region",28,NA,NA
2020-11-21,"Ontario","Province",519,NA,NA
2020-11-21,"North East","OH Region",1,NA,NA
2020-11-21,"West","OH Region",3,NA,NA
2020-11-21,"West","OH Region",2,NA,NA
2020-11-21,"West","OH Region",16,NA,NA
2020-11-21,"East","OH Region",14,NA,NA
2020-11-21,"East","OH Region",1,NA,NA
2020-11-21,"West","OH Region",2,NA,NA
2020-11-21,"West","OH Region",0,NA,NA
2020-11-21,"East","OH Region",1,NA,NA
2020-11-21,"Central","OH Region",23,NA,NA
2020-11-21,"East","OH Region",1,NA,NA
2020-11-21,"West","OH Region",4,NA,NA
2020-11-21,"East","OH Region",0,NA,NA
2020-11-21,"West","OH Region",1,NA,NA
2020-11-21,"East","OH Region",0,NA,NA
2020-11-21,"West","OH Region",10,NA,NA
2020-11-21,"West","OH Region",4,NA,NA
2020-11-21,"North East","OH Region",1,NA,NA
2020-11-21,"North West","OH Region",3,NA,NA
2020-11-21,"East","OH Region",22,NA,NA
2020-11-21,"Central","OH Region",97,NA,NA
2020-11-21,"East","OH Region",0,NA,NA
2020-11-21,"North East","OH Region",0,NA,NA
2020-11-21,"North East","OH Region",1,NA,NA
2020-11-21,"West","OH Region",21,NA,NA
2020-11-21,"North East","OH Region",1,NA,NA
2020-11-21,"Central","OH Region",8,NA,NA
2020-11-21,"West","OH Region",7,NA,NA
2020-11-21,"North West","OH Region",1,NA,NA
2020-11-21,"North East","OH Region",0,NA,NA
2020-11-21,"Toronto","OH Region",239,NA,NA
2020-11-21,"Central","OH Region",3,NA,NA
2020-11-21,"West","OH Region",11,NA,NA
2020-11-21,"Central","OH Region",34,NA,NA
2020-11-28,"Ontario","Province",575,NA,NA
2020-11-28,"North East","OH Region",0,NA,NA
2020-11-28,"West","OH Region",5,NA,NA
2020-11-28,"West","OH Region",1,NA,NA
2020-11-28,"West","OH Region",21,NA,NA
2020-11-28,"East","OH Region",14,NA,NA
2020-11-28,"East","OH Region",1,NA,NA
2020-11-28,"West","OH Region",2,NA,NA
2020-11-28,"West","OH Region",0,NA,NA
2020-11-28,"East","OH Region",1,NA,NA
2020-11-28,"Central","OH Region",29,NA,NA
2020-11-28,"East","OH Region",1,NA,NA
2020-11-28,"West","OH Region",6,NA,NA
2020-11-28,"East","OH Region",0,NA,NA
2020-11-28,"West","OH Region",2,NA,NA
2020-11-28,"East","OH Region",0,NA,NA
2020-11-28,"West","OH Region",26,NA,NA
2020-11-28,"West","OH Region",7,NA,NA
2020-11-28,"North East","OH Region",0,NA,NA
2020-11-28,"North West","OH Region",3,NA,NA
2020-11-28,"East","OH Region",14,NA,NA
2020-11-28,"Central","OH Region",90,NA,NA
2020-11-28,"East","OH Region",1,NA,NA
2020-11-28,"North East","OH Region",0,NA,NA
2020-11-28,"North East","OH Region",0,NA,NA
2020-11-28,"West","OH Region",28,NA,NA
2020-11-28,"North East","OH Region",0,NA,NA
2020-11-28,"Central","OH Region",11,NA,NA
2020-11-28,"West","OH Region",2,NA,NA
2020-11-28,"North West","OH Region",3,NA,NA
2020-11-28,"North East","OH Region",0,NA,NA
2020-11-28,"Toronto","OH Region",253,NA,NA
2020-11-28,"Central","OH Region",3,NA,NA
2020-11-28,"West","OH Region",13,NA,NA
2020-11-28,"Central","OH Region",49,NA,NA
2020-12-05,"Ontario","Province",695,NA,NA
2020-12-05,"North East","OH Region",0,NA,NA
2020-12-05,"West","OH Region",8,NA,NA
2020-12-05,"West","OH Region",1,NA,NA
2020-12-05,"West","OH Region",28,NA,NA
2020-12-05,"East","OH Region",21,NA,NA
2020-12-05,"East","OH Region",1,NA,NA
2020-12-05,"West","OH Region",1,NA,NA
2020-12-05,"West","OH Region",0,NA,NA
2020-12-05,"East","OH Region",1,NA,NA
2020-12-05,"Central","OH Region",36,NA,NA
2020-12-05,"East","OH Region",0,NA,NA
2020-12-05,"West","OH Region",14,NA,NA
2020-12-05,"East","OH Region",0,NA,NA
2020-12-05,"West","OH Region",1,NA,NA
2020-12-05,"East","OH Region",0,NA,NA
2020-12-05,"West","OH Region",46,NA,NA
2020-12-05,"West","OH Region",11,NA,NA
2020-12-05,"North East","OH Region",1,NA,NA
2020-12-05,"North West","OH Region",2,NA,NA
2020-12-05,"East","OH Region",22,NA,NA
2020-12-05,"Central","OH Region",102,NA,NA
2020-12-05,"East","OH Region",2,NA,NA
2020-12-05,"North East","OH Region",0,NA,NA
2020-12-05,"North East","OH Region",1,NA,NA
2020-12-05,"West","OH Region",32,NA,NA
2020-12-05,"North East","OH Region",0,NA,NA
2020-12-05,"Central","OH Region",7,NA,NA
2020-12-05,"West","OH Region",1,NA,NA
2020-12-05,"North West","OH Region",4,NA,NA
2020-12-05,"North East","OH Region",1,NA,NA
2020-12-05,"Toronto","OH Region",283,NA,NA
2020-12-05,"Central","OH Region",7,NA,NA
2020-12-05,"West","OH Region",19,NA,NA
2020-12-05,"Central","OH Region",54,NA,NA
2020-12-12,"Ontario","Province",836,NA,NA
2020-12-12,"North East","OH Region",0,NA,NA
2020-12-12,"West","OH Region",4,NA,NA
2020-12-12,"West","OH Region",3,NA,NA
2020-12-12,"West","OH Region",51,NA,NA
2020-12-12,"East","OH Region",34,NA,NA
2020-12-12,"East","OH Region",2,NA,NA
2020-12-12,"West","OH Region",3,NA,NA
2020-12-12,"West","OH Region",0,NA,NA
2020-12-12,"East","OH Region",1,NA,NA
2020-12-12,"Central","OH Region",38,NA,NA
2020-12-12,"East","OH Region",2,NA,NA
2020-12-12,"West","OH Region",7,NA,NA
2020-12-12,"East","OH Region",1,NA,NA
2020-12-12,"West","OH Region",1,NA,NA
2020-12-12,"East","OH Region",0,NA,NA
2020-12-12,"West","OH Region",47,NA,NA
2020-12-12,"West","OH Region",24,NA,NA
2020-12-12,"North East","OH Region",2,NA,NA
2020-12-12,"North West","OH Region",1,NA,NA
2020-12-12,"East","OH Region",21,NA,NA
2020-12-12,"Central","OH Region",119,NA,NA
2020-12-12,"East","OH Region",3,NA,NA
2020-12-12,"North East","OH Region",0,NA,NA
2020-12-12,"North East","OH Region",0,NA,NA
2020-12-12,"West","OH Region",36,NA,NA
2020-12-12,"North East","OH Region",0,NA,NA
2020-12-12,"Central","OH Region",13,NA,NA
2020-12-12,"West","OH Region",4,NA,NA
2020-12-12,"North West","OH Region",3,NA,NA
2020-12-12,"North East","OH Region",1,NA,NA
2020-12-12,"Toronto","OH Region",322,NA,NA
2020-12-12,"Central","OH Region",15,NA,NA
2020-12-12,"West","OH Region",33,NA,NA
2020-12-12,"Central","OH Region",58,NA,NA
2020-12-19,"Ontario","Province",916,NA,NA
2020-12-19,"North East","OH Region",1,NA,NA
2020-12-19,"West","OH Region",3,NA,NA
2020-12-19,"West","OH Region",2,NA,NA
2020-12-19,"West","OH Region",53,NA,NA
2020-12-19,"East","OH Region",29,NA,NA
2020-12-19,"East","OH Region",4,NA,NA
2020-12-19,"West","OH Region",3,NA,NA
2020-12-19,"West","OH Region",0,NA,NA
2020-12-19,"East","OH Region",1,NA,NA
2020-12-19,"Central","OH Region",45,NA,NA
2020-12-19,"East","OH Region",3,NA,NA
2020-12-19,"West","OH Region",7,NA,NA
2020-12-19,"East","OH Region",3,NA,NA
2020-12-19,"West","OH Region",3,NA,NA
2020-12-19,"East","OH Region",1,NA,NA
2020-12-19,"West","OH Region",27,NA,NA
2020-12-19,"West","OH Region",43,NA,NA
2020-12-19,"North East","OH Region",0,NA,NA
2020-12-19,"North West","OH Region",0,NA,NA
2020-12-19,"East","OH Region",15,NA,NA
2020-12-19,"Central","OH Region",133,NA,NA
2020-12-19,"East","OH Region",1,NA,NA
2020-12-19,"North East","OH Region",0,NA,NA
2020-12-19,"North East","OH Region",0,NA,NA
2020-12-19,"West","OH Region",38,NA,NA
2020-12-19,"North East","OH Region",0,NA,NA
2020-12-19,"Central","OH Region",18,NA,NA
2020-12-19,"West","OH Region",9,NA,NA
2020-12-19,"North West","OH Region",1,NA,NA
2020-12-19,"North East","OH Region",1,NA,NA
2020-12-19,"Toronto","OH Region",346,NA,NA
2020-12-19,"Central","OH Region",15,NA,NA
2020-12-19,"West","OH Region",55,NA,NA
